MarkNo,CaptureNo,ScaleNo,ScaleNoMax,Period,AgeTotal,AgeRiver,AgeLake,Length,SmoltingStatus,MaturationStatus,SpawnStatus,Year,Sex,Origin,HatchYear,AgeAtSmolting,LengthAtSmolting,AgeAtMaturation,LengthAtMaturation,SpawnCount,CaptureYear
X 8799,1,1,1,Lake,7,4,3,726,1,1,1,1966,female,wild,1959,4,298,7,726,2,1968
X 8799,1,1,1,Lake,8,4,4,732,1,1,0,1967,female,wild,1959,4,298,7,726,2,1968
X 8799,1,1,1,Lake,9,4,5,800,1,1,1,1968,female,wild,1959,4,298,7,726,2,1968
X 8800,1,1,1,River,1,1,0,51,0,0,0,1963,female,wild,1962,3,188,6,600,1,1968
X 8800,1,1,1,River,2,2,0,130,0,0,0,1964,female,wild,1962,3,188,6,600,1,1968
X 8800,1,1,1,River,3,3,0,188,1,0,0,1965,female,wild,1962,3,188,6,600,1,1968
X 8800,1,1,1,Lake,4,3,1,291,1,0,0,1966,female,wild,1962,3,188,6,600,1,1968
X 8800,1,1,1,Lake,5,3,2,437,1,0,0,1967,female,wild,1962,3,188,6,600,1,1968
X 8800,1,1,1,Lake,6,3,3,600,1,1,1,1968,female,wild,1962,3,188,6,600,1,1968
X 8801,1,1,1,River,1,1,0,65,0,0,0,1962,female,wild,1961,4,253,7,661,1,1968
X 8801,1,1,1,River,2,2,0,121,0,0,0,1963,female,wild,1961,4,253,7,661,1,1968
X 8801,1,1,1,River,3,3,0,210,0,0,0,1964,female,wild,1961,4,253,7,661,1,1968
X 8801,1,1,1,River,4,4,0,253,1,0,0,1965,female,wild,1961,4,253,7,661,1,1968
X 8801,1,1,1,Lake,5,4,1,395,1,0,0,1966,female,wild,1961,4,253,7,661,1,1968
X 8801,1,1,1,Lake,6,4,2,540,1,0,0,1967,female,wild,1961,4,253,7,661,1,1968
X 8801,1,1,1,Lake,7,4,3,661,1,1,1,1968,female,wild,1961,4,253,7,661,1,1968
X 8802,1,1,1,River,1,1,0,58,0,0,0,1962,female,wild,1961,4,235,7,660,1,1968
X 8802,1,1,1,River,2,2,0,103,0,0,0,1963,female,wild,1961,4,235,7,660,1,1968
X 8802,1,1,1,River,3,3,0,165,0,0,0,1964,female,wild,1961,4,235,7,660,1,1968
X 8802,1,1,1,River,4,4,0,235,1,0,0,1965,female,wild,1961,4,235,7,660,1,1968
X 8802,1,1,1,Lake,5,4,1,345,1,0,0,1966,female,wild,1961,4,235,7,660,1,1968
X 8802,1,1,1,Lake,6,4,2,500,1,0,0,1967,female,wild,1961,4,235,7,660,1,1968
X 8802,1,1,1,Lake,7,4,3,660,1,1,1,1968,female,wild,1961,4,235,7,660,1,1968
X 8804,1,1,1,River,1,1,0,46,0,0,0,1962,female,wild,1961,4,228,7,630,1,1968
X 8804,1,1,1,River,2,2,0,113,0,0,0,1963,female,wild,1961,4,228,7,630,1,1968
X 8804,1,1,1,River,3,3,0,158,0,0,0,1964,female,wild,1961,4,228,7,630,1,1968
X 8804,1,1,1,River,4,4,0,228,1,0,0,1965,female,wild,1961,4,228,7,630,1,1968
X 8804,1,1,1,Lake,5,4,1,340,1,0,0,1966,female,wild,1961,4,228,7,630,1,1968
X 8804,1,1,1,Lake,6,4,2,498,1,0,0,1967,female,wild,1961,4,228,7,630,1,1968
X 8804,1,1,1,Lake,7,4,3,630,1,1,1,1968,female,wild,1961,4,228,7,630,1,1968
X 8805,1,1,1,River,1,1,0,45,0,0,0,1963,female,wild,1962,4,278,5,385,2,1968
X 8805,1,1,1,River,2,2,0,143,0,0,0,1964,female,wild,1962,4,278,5,385,2,1968
X 8805,1,1,1,River,3,3,0,194,0,0,0,1965,female,wild,1962,4,278,5,385,2,1968
X 8805,1,1,1,River,4,4,0,278,1,0,0,1966,female,wild,1962,4,278,5,385,2,1968
X 8805,1,1,1,Lake,5,4,1,385,1,1,1,1967,female,wild,1962,4,278,5,385,2,1968
X 8805,1,1,1,Lake,6,4,2,430,1,1,1,1968,female,wild,1962,4,278,5,385,2,1968
X 8807,1,1,1,River,1,1,0,57,0,0,0,1958,male,wild,1957,4,224,5,422,5,1968
X 8807,1,1,1,River,2,2,0,113,0,0,0,1959,male,wild,1957,4,224,5,422,5,1968
X 8807,1,1,1,River,3,3,0,170,0,0,0,1960,male,wild,1957,4,224,5,422,5,1968
X 8807,1,1,1,River,4,4,0,224,1,0,0,1961,male,wild,1957,4,224,5,422,5,1968
X 8807,1,1,1,Lake,5,4,1,422,1,1,1,1962,male,wild,1957,4,224,5,422,5,1968
X 8807,1,1,1,Lake,6,4,2,486,1,1,1,1963,male,wild,1957,4,224,5,422,5,1968
X 8807,1,1,1,Lake,7,4,3,528,1,1,1,1964,male,wild,1957,4,224,5,422,5,1968
X 8807,1,1,1,Lake,8,4,4,577,1,1,0,1965,male,wild,1957,4,224,5,422,5,1968
X 8807,1,1,1,Lake,9,4,5,643,1,1,1,1966,male,wild,1957,4,224,5,422,5,1968
X 8807,1,1,1,Lake,10,4,6,671,1,1,0,1967,male,wild,1957,4,224,5,422,5,1968
X 8807,1,1,1,Lake,11,4,7,695,1,1,1,1968,male,wild,1957,4,224,5,422,5,1968
X 8808,1,1,1,River,1,1,0,46,0,0,0,1963,male,wild,1962,4,251,6,537,1,1968
X 8808,1,1,1,River,2,2,0,117,0,0,0,1964,male,wild,1962,4,251,6,537,1,1968
X 8808,1,1,1,River,3,3,0,185,0,0,0,1965,male,wild,1962,4,251,6,537,1,1968
X 8808,1,1,1,River,4,4,0,251,1,0,0,1966,male,wild,1962,4,251,6,537,1,1968
X 8808,1,1,1,Lake,5,4,1,357,1,0,0,1967,male,wild,1962,4,251,6,537,1,1968
X 8808,1,1,1,Lake,6,4,2,537,1,1,1,1968,male,wild,1962,4,251,6,537,1,1968
X 8809,1,1,1,River,1,1,0,57,0,0,0,1964,male,wild,1963,4,330,5,475,1,1968
X 8809,1,1,1,River,2,2,0,157,0,0,0,1965,male,wild,1963,4,330,5,475,1,1968
X 8809,1,1,1,River,3,3,0,258,0,0,0,1966,male,wild,1963,4,330,5,475,1,1968
X 8809,1,1,1,River,4,4,0,330,1,0,0,1967,male,wild,1963,4,330,5,475,1,1968
X 8809,1,1,1,Lake,5,4,1,475,1,1,1,1968,male,wild,1963,4,330,5,475,1,1968
X 8810,1,1,1,River,1,1,0,62,0,0,0,1964,male,wild,1963,4,298,5,491,1,1968
X 8810,1,1,1,River,2,2,0,163,0,0,0,1965,male,wild,1963,4,298,5,491,1,1968
X 8810,1,1,1,River,3,3,0,233,0,0,0,1966,male,wild,1963,4,298,5,491,1,1968
X 8810,1,1,1,River,4,4,0,298,1,0,0,1967,male,wild,1963,4,298,5,491,1,1968
X 8810,1,1,1,Lake,5,4,1,491,1,1,1,1968,male,wild,1963,4,298,5,491,1,1968
X 8811,1,1,1,River,1,1,0,57,0,0,0,1964,male,wild,1963,4,261,5,440,1,1968
X 8811,1,1,1,River,2,2,0,149,0,0,0,1965,male,wild,1963,4,261,5,440,1,1968
X 8811,1,1,1,River,3,3,0,206,0,0,0,1966,male,wild,1963,4,261,5,440,1,1968
X 8811,1,1,1,River,4,4,0,261,1,0,0,1967,male,wild,1963,4,261,5,440,1,1968
X 8811,1,1,1,Lake,5,4,1,440,1,1,1,1968,male,wild,1963,4,261,5,440,1,1968
X 8812,1,1,1,River,1,1,0,39,0,0,0,1962,male,wild,1961,4,182,7,501,1,1968
X 8812,1,1,1,River,2,2,0,95,0,0,0,1963,male,wild,1961,4,182,7,501,1,1968
X 8812,1,1,1,River,3,3,0,124,0,0,0,1964,male,wild,1961,4,182,7,501,1,1968
X 8812,1,1,1,River,4,4,0,182,1,0,0,1965,male,wild,1961,4,182,7,501,1,1968
X 8812,1,1,1,Lake,5,4,1,270,1,0,0,1966,male,wild,1961,4,182,7,501,1,1968
X 8812,1,1,1,Lake,6,4,2,384,1,0,0,1967,male,wild,1961,4,182,7,501,1,1968
X 8812,1,1,1,Lake,7,4,3,501,1,1,1,1968,male,wild,1961,4,182,7,501,1,1968
X 8813,1,1,1,River,1,1,0,76,0,0,0,1960,male,wild,1959,8,577,9,685,1,1968
X 8813,1,1,1,River,2,2,0,144,0,0,0,1961,male,wild,1959,8,577,9,685,1,1968
X 8813,1,1,1,River,3,3,0,228,0,0,0,1962,male,wild,1959,8,577,9,685,1,1968
X 8813,1,1,1,River,4,4,0,346,0,0,0,1963,male,wild,1959,8,577,9,685,1,1968
X 8813,1,1,1,River,5,5,0,413,0,0,0,1964,male,wild,1959,8,577,9,685,1,1968
X 8813,1,1,1,River,6,6,0,486,0,0,0,1965,male,wild,1959,8,577,9,685,1,1968
X 8813,1,1,1,River,7,7,0,539,0,0,0,1966,male,wild,1959,8,577,9,685,1,1968
X 8813,1,1,1,River,8,8,0,577,1,0,0,1967,male,wild,1959,8,577,9,685,1,1968
X 8813,1,1,1,Lake,9,8,1,685,1,1,1,1968,male,wild,1959,8,577,9,685,1,1968
X 8814,1,1,1,River,1,1,0,65,0,0,0,1960,male,wild,1959,4,266,7,687,2,1968
X 8814,1,1,1,River,2,2,0,130,0,0,0,1961,male,wild,1959,4,266,7,687,2,1968
X 8814,1,1,1,River,3,3,0,195,0,0,0,1962,male,wild,1959,4,266,7,687,2,1968
X 8814,1,1,1,River,4,4,0,266,1,0,0,1963,male,wild,1959,4,266,7,687,2,1968
X 8814,1,1,1,Lake,5,4,1,415,1,0,0,1964,male,wild,1959,4,266,7,687,2,1968
X 8814,1,1,1,Lake,6,4,2,564,1,0,0,1965,male,wild,1959,4,266,7,687,2,1968
X 8814,1,1,1,Lake,7,4,3,687,1,1,1,1966,male,wild,1959,4,266,7,687,2,1968
X 8814,1,1,1,Lake,8,4,4,713,1,1,0,1967,male,wild,1959,4,266,7,687,2,1968
X 8814,1,1,1,Lake,9,4,5,830,1,1,1,1968,male,wild,1959,4,266,7,687,2,1968
X 8815,1,1,1,River,1,1,0,71,0,0,0,1960,male,wild,1959,4,336,7,771,2,1968
X 8815,1,1,1,River,2,2,0,179,0,0,0,1961,male,wild,1959,4,336,7,771,2,1968
X 8815,1,1,1,River,3,3,0,257,0,0,0,1962,male,wild,1959,4,336,7,771,2,1968
X 8815,1,1,1,River,4,4,0,336,1,0,0,1963,male,wild,1959,4,336,7,771,2,1968
X 8815,1,1,1,Lake,5,4,1,479,1,0,0,1964,male,wild,1959,4,336,7,771,2,1968
X 8815,1,1,1,Lake,6,4,2,650,1,0,0,1965,male,wild,1959,4,336,7,771,2,1968
X 8815,1,1,1,Lake,7,4,3,771,1,1,1,1966,male,wild,1959,4,336,7,771,2,1968
X 8815,1,1,1,Lake,8,4,4,793,1,1,0,1967,male,wild,1959,4,336,7,771,2,1968
X 8815,1,1,1,Lake,9,4,5,850,1,1,1,1968,male,wild,1959,4,336,7,771,2,1968
X 8817,1,1,1,River,1,1,0,54,0,0,0,1962,female,wild,1961,5,247,7,597,1,1968
X 8817,1,1,1,River,2,2,0,85,0,0,0,1963,female,wild,1961,5,247,7,597,1,1968
X 8817,1,1,1,River,3,3,0,114,0,0,0,1964,female,wild,1961,5,247,7,597,1,1968
X 8817,1,1,1,River,4,4,0,179,0,0,0,1965,female,wild,1961,5,247,7,597,1,1968
X 8817,1,1,1,River,5,5,0,247,1,0,0,1966,female,wild,1961,5,247,7,597,1,1968
X 8817,1,1,1,Lake,6,5,1,418,1,0,0,1967,female,wild,1961,5,247,7,597,1,1968
X 8817,1,1,1,Lake,7,5,2,597,1,1,1,1968,female,wild,1961,5,247,7,597,1,1968
X 8818,1,1,1,River,1,1,0,68,0,0,0,1961,female,wild,1960,3,222,6,678,2,1968
X 8818,1,1,1,River,2,2,0,136,0,0,0,1962,female,wild,1960,3,222,6,678,2,1968
X 8818,1,1,1,River,3,3,0,222,1,0,0,1963,female,wild,1960,3,222,6,678,2,1968
X 8818,1,1,1,Lake,4,3,1,432,1,0,0,1964,female,wild,1960,3,222,6,678,2,1968
X 8818,1,1,1,Lake,5,3,2,574,1,0,0,1965,female,wild,1960,3,222,6,678,2,1968
X 8818,1,1,1,Lake,6,3,3,678,1,1,1,1966,female,wild,1960,3,222,6,678,2,1968
X 8818,1,1,1,Lake,7,3,4,697,1,1,0,1967,female,wild,1960,3,222,6,678,2,1968
X 8818,1,1,1,Lake,8,3,5,740,1,1,1,1968,female,wild,1960,3,222,6,678,2,1968
X 8819,1,1,1,River,1,1,0,58,0,0,0,1963,female,wild,1962,3,234,6,640,1,1968
X 8819,1,1,1,River,2,2,0,156,0,0,0,1964,female,wild,1962,3,234,6,640,1,1968
X 8819,1,1,1,River,3,3,0,234,1,0,0,1965,female,wild,1962,3,234,6,640,1,1968
X 8819,1,1,1,Lake,4,3,1,357,1,0,0,1966,female,wild,1962,3,234,6,640,1,1968
X 8819,1,1,1,Lake,5,3,2,506,1,0,0,1967,female,wild,1962,3,234,6,640,1,1968
X 8819,1,1,1,Lake,6,3,3,640,1,1,1,1968,female,wild,1962,3,234,6,640,1,1968
X 8820,1,1,1,River,1,1,0,64,0,0,0,1962,female,wild,1961,2,154,7,485,1,1968
X 8820,1,1,1,River,2,2,0,154,1,0,0,1963,female,wild,1961,2,154,7,485,1,1968
X 8820,1,1,1,Lake,3,2,1,267,1,0,0,1964,female,wild,1961,2,154,7,485,1,1968
X 8820,1,1,1,Lake,4,2,2,358,1,0,0,1965,female,wild,1961,2,154,7,485,1,1968
X 8820,1,1,1,Lake,5,2,3,407,1,0,0,1966,female,wild,1961,2,154,7,485,1,1968
X 8820,1,1,1,Lake,6,2,4,446,1,0,0,1967,female,wild,1961,2,154,7,485,1,1968
X 8820,1,1,1,Lake,7,2,5,485,1,1,1,1968,female,wild,1961,2,154,7,485,1,1968
X 8821,1,1,1,River,1,1,0,70,0,0,0,1963,female,wild,1962,3,232,6,483,1,1968
X 8821,1,1,1,River,2,2,0,158,0,0,0,1964,female,wild,1962,3,232,6,483,1,1968
X 8821,1,1,1,River,3,3,0,232,1,0,0,1965,female,wild,1962,3,232,6,483,1,1968
X 8821,1,1,1,Lake,4,3,1,346,1,0,0,1966,female,wild,1962,3,232,6,483,1,1968
X 8821,1,1,1,Lake,5,3,2,413,1,0,0,1967,female,wild,1962,3,232,6,483,1,1968
X 8821,1,1,1,Lake,6,3,3,483,1,1,1,1968,female,wild,1962,3,232,6,483,1,1968
X 8822,1,1,1,River,1,1,0,61,0,0,0,1961,female,wild,1960,4,264,8,760,1,1968
X 8822,1,1,1,River,2,2,0,135,0,0,0,1962,female,wild,1960,4,264,8,760,1,1968
X 8822,1,1,1,River,3,3,0,190,0,0,0,1963,female,wild,1960,4,264,8,760,1,1968
X 8822,1,1,1,River,4,4,0,264,1,0,0,1964,female,wild,1960,4,264,8,760,1,1968
X 8822,1,1,1,Lake,5,4,1,435,1,0,0,1965,female,wild,1960,4,264,8,760,1,1968
X 8822,1,1,1,Lake,6,4,2,558,1,0,0,1966,female,wild,1960,4,264,8,760,1,1968
X 8822,1,1,1,Lake,7,4,3,686,1,0,0,1967,female,wild,1960,4,264,8,760,1,1968
X 8822,1,1,1,Lake,8,4,4,760,1,1,1,1968,female,wild,1960,4,264,8,760,1,1968
X 8824,1,1,1,River,1,1,0,64,0,0,0,1957,female,wild,1956,4,307,8,784,3,1968
X 8824,1,1,1,River,2,2,0,157,0,0,0,1958,female,wild,1956,4,307,8,784,3,1968
X 8824,1,1,1,River,3,3,0,235,0,0,0,1959,female,wild,1956,4,307,8,784,3,1968
X 8824,1,1,1,River,4,4,0,307,1,0,0,1960,female,wild,1956,4,307,8,784,3,1968
X 8824,1,1,1,Lake,5,4,1,449,1,0,0,1961,female,wild,1956,4,307,8,784,3,1968
X 8824,1,1,1,Lake,6,4,2,606,1,0,0,1962,female,wild,1956,4,307,8,784,3,1968
X 8824,1,1,1,Lake,7,4,3,720,1,0,0,1963,female,wild,1956,4,307,8,784,3,1968
X 8824,1,1,1,Lake,8,4,4,784,1,1,1,1964,female,wild,1956,4,307,8,784,3,1968
X 8824,1,1,1,Lake,9,4,5,799,1,1,0,1965,female,wild,1956,4,307,8,784,3,1968
X 8824,1,1,1,Lake,10,4,6,841,1,1,1,1966,female,wild,1956,4,307,8,784,3,1968
X 8824,1,1,1,Lake,11,4,7,849,1,1,0,1967,female,wild,1956,4,307,8,784,3,1968
X 8824,1,1,1,Lake,12,4,8,870,1,1,1,1968,female,wild,1956,4,307,8,784,3,1968
X 8826,1,1,1,River,1,1,0,69,0,0,0,1960,male,wild,1959,4,254,7,740,2,1968
X 8826,1,1,1,River,2,2,0,116,0,0,0,1961,male,wild,1959,4,254,7,740,2,1968
X 8826,1,1,1,River,3,3,0,177,0,0,0,1962,male,wild,1959,4,254,7,740,2,1968
X 8826,1,1,1,River,4,4,0,254,1,0,0,1963,male,wild,1959,4,254,7,740,2,1968
X 8826,1,1,1,Lake,5,4,1,432,1,0,0,1964,male,wild,1959,4,254,7,740,2,1968
X 8826,1,1,1,Lake,6,4,2,601,1,0,0,1965,male,wild,1959,4,254,7,740,2,1968
X 8826,1,1,1,Lake,7,4,3,740,1,1,1,1966,male,wild,1959,4,254,7,740,2,1968
X 8826,1,1,1,Lake,8,4,4,763,1,1,0,1967,male,wild,1959,4,254,7,740,2,1968
X 8826,1,1,1,Lake,9,4,5,840,1,1,1,1968,male,wild,1959,4,254,7,740,2,1968
X 8828,1,1,1,River,1,1,0,54,0,0,0,1961,male,wild,1960,4,215,8,820,1,1968
X 8828,1,1,1,River,2,2,0,101,0,0,0,1962,male,wild,1960,4,215,8,820,1,1968
X 8828,1,1,1,River,3,3,0,152,0,0,0,1963,male,wild,1960,4,215,8,820,1,1968
X 8828,1,1,1,River,4,4,0,215,1,0,0,1964,male,wild,1960,4,215,8,820,1,1968
X 8828,1,1,1,Lake,5,4,1,361,1,0,0,1965,male,wild,1960,4,215,8,820,1,1968
X 8828,1,1,1,Lake,6,4,2,483,1,0,0,1966,male,wild,1960,4,215,8,820,1,1968
X 8828,1,1,1,Lake,7,4,3,638,1,0,0,1967,male,wild,1960,4,215,8,820,1,1968
X 8828,1,1,1,Lake,8,4,4,820,1,1,1,1968,male,wild,1960,4,215,8,820,1,1968
X 8829,1,1,1,River,1,1,0,76,0,0,0,1957,male,wild,1956,4,287,6,693,4,1968
X 8829,1,1,1,River,2,2,0,127,0,0,0,1958,male,wild,1956,4,287,6,693,4,1968
X 8829,1,1,1,River,3,3,0,194,0,0,0,1959,male,wild,1956,4,287,6,693,4,1968
X 8829,1,1,1,River,4,4,0,287,1,0,0,1960,male,wild,1956,4,287,6,693,4,1968
X 8829,1,1,1,Lake,5,4,1,498,1,0,0,1961,male,wild,1956,4,287,6,693,4,1968
X 8829,1,1,1,Lake,6,4,2,693,1,1,1,1962,male,wild,1956,4,287,6,693,4,1968
X 8829,1,1,1,Lake,7,4,3,710,1,1,0,1963,male,wild,1956,4,287,6,693,4,1968
X 8829,1,1,1,Lake,8,4,4,769,1,1,1,1964,male,wild,1956,4,287,6,693,4,1968
X 8829,1,1,1,Lake,9,4,5,786,1,1,0,1965,male,wild,1956,4,287,6,693,4,1968
X 8829,1,1,1,Lake,10,4,6,811,1,1,1,1966,male,wild,1956,4,287,6,693,4,1968
X 8829,1,1,1,Lake,11,4,7,828,1,1,0,1967,male,wild,1956,4,287,6,693,4,1968
X 8829,1,1,1,Lake,12,4,8,870,1,1,1,1968,male,wild,1956,4,287,6,693,4,1968
X 8830,1,1,1,River,1,1,0,55,0,0,0,1961,male,wild,1960,4,248,8,880,1,1968
X 8830,1,1,1,River,2,2,0,124,0,0,0,1962,male,wild,1960,4,248,8,880,1,1968
X 8830,1,1,1,River,3,3,0,186,0,0,0,1963,male,wild,1960,4,248,8,880,1,1968
X 8830,1,1,1,River,4,4,0,248,1,0,0,1964,male,wild,1960,4,248,8,880,1,1968
X 8830,1,1,1,Lake,5,4,1,426,1,0,0,1965,male,wild,1960,4,248,8,880,1,1968
X 8830,1,1,1,Lake,6,4,2,591,1,0,0,1966,male,wild,1960,4,248,8,880,1,1968
X 8830,1,1,1,Lake,7,4,3,749,1,0,0,1967,male,wild,1960,4,248,8,880,1,1968
X 8830,1,1,1,Lake,8,4,4,880,1,1,1,1968,male,wild,1960,4,248,8,880,1,1968
X 8831,1,1,1,River,1,1,0,65,0,0,0,1960,male,wild,1959,4,290,7,726,2,1968
X 8831,1,1,1,River,2,2,0,145,0,0,0,1961,male,wild,1959,4,290,7,726,2,1968
X 8831,1,1,1,River,3,3,0,225,0,0,0,1962,male,wild,1959,4,290,7,726,2,1968
X 8831,1,1,1,River,4,4,0,290,1,0,0,1963,male,wild,1959,4,290,7,726,2,1968
X 8831,1,1,1,Lake,5,4,1,508,1,0,0,1964,male,wild,1959,4,290,7,726,2,1968
X 8831,1,1,1,Lake,6,4,2,639,1,0,0,1965,male,wild,1959,4,290,7,726,2,1968
X 8831,1,1,1,Lake,7,4,3,726,1,1,1,1966,male,wild,1959,4,290,7,726,2,1968
X 8831,1,1,1,Lake,8,4,4,733,1,1,0,1967,male,wild,1959,4,290,7,726,2,1968
X 8831,1,1,1,Lake,9,4,5,820,1,1,1,1968,male,wild,1959,4,290,7,726,2,1968
X 8832,1,1,1,River,1,1,0,75,0,0,0,1959,male,wild,1958,5,267,8,758,2,1968
X 8832,1,1,1,River,2,2,0,112,0,0,0,1960,male,wild,1958,5,267,8,758,2,1968
X 8832,1,1,1,River,3,3,0,155,0,0,0,1961,male,wild,1958,5,267,8,758,2,1968
X 8832,1,1,1,River,4,4,0,199,0,0,0,1962,male,wild,1958,5,267,8,758,2,1968
X 8832,1,1,1,River,5,5,0,267,1,0,0,1963,male,wild,1958,5,267,8,758,2,1968
X 8832,1,1,1,Lake,6,5,1,435,1,0,0,1964,male,wild,1958,5,267,8,758,2,1968
X 8832,1,1,1,Lake,7,5,2,609,1,0,0,1965,male,wild,1958,5,267,8,758,2,1968
X 8832,1,1,1,Lake,8,5,3,758,1,1,1,1966,male,wild,1958,5,267,8,758,2,1968
X 8832,1,1,1,Lake,9,5,4,771,1,1,0,1967,male,wild,1958,5,267,8,758,2,1968
X 8832,1,1,1,Lake,10,5,5,870,1,1,1,1968,male,wild,1958,5,267,8,758,2,1968
X 8833,1,1,1,River,1,1,0,68,0,0,0,1958,male,wild,1957,4,273,7,811,3,1968
X 8833,1,1,1,River,2,2,0,129,0,0,0,1959,male,wild,1957,4,273,7,811,3,1968
X 8833,1,1,1,River,3,3,0,174,0,0,0,1960,male,wild,1957,4,273,7,811,3,1968
X 8833,1,1,1,River,4,4,0,273,1,0,0,1961,male,wild,1957,4,273,7,811,3,1968
X 8833,1,1,1,Lake,5,4,1,477,1,0,0,1962,male,wild,1957,4,273,7,811,3,1968
X 8833,1,1,1,Lake,6,4,2,659,1,0,0,1963,male,wild,1957,4,273,7,811,3,1968
X 8833,1,1,1,Lake,7,4,3,811,1,1,1,1964,male,wild,1957,4,273,7,811,3,1968
X 8833,1,1,1,Lake,8,4,4,826,1,1,0,1965,male,wild,1957,4,273,7,811,3,1968
X 8833,1,1,1,Lake,9,4,5,902,1,1,1,1966,male,wild,1957,4,273,7,811,3,1968
X 8833,1,1,1,Lake,10,4,6,917,1,1,0,1967,male,wild,1957,4,273,7,811,3,1968
X 8833,1,1,1,Lake,11,4,7,970,1,1,1,1968,male,wild,1957,4,273,7,811,3,1968
X 8834,1,1,1,River,1,1,0,55,0,0,0,1959,male,wild,1958,4,252,8,832,2,1968
X 8834,1,1,1,River,2,2,0,102,0,0,0,1960,male,wild,1958,4,252,8,832,2,1968
X 8834,1,1,1,River,3,3,0,164,0,0,0,1961,male,wild,1958,4,252,8,832,2,1968
X 8834,1,1,1,River,4,4,0,252,1,0,0,1962,male,wild,1958,4,252,8,832,2,1968
X 8834,1,1,1,Lake,5,4,1,430,1,0,0,1963,male,wild,1958,4,252,8,832,2,1968
X 8834,1,1,1,Lake,6,4,2,586,1,0,0,1964,male,wild,1958,4,252,8,832,2,1968
X 8834,1,1,1,Lake,7,4,3,730,1,0,0,1965,male,wild,1958,4,252,8,832,2,1968
X 8834,1,1,1,Lake,8,4,4,832,1,1,1,1966,male,wild,1958,4,252,8,832,2,1968
X 8834,1,1,1,Lake,9,4,5,839,1,1,0,1967,male,wild,1958,4,252,8,832,2,1968
X 8834,1,1,1,Lake,10,4,6,900,1,1,1,1968,male,wild,1958,4,252,8,832,2,1968
X 8835,1,1,1,River,1,1,0,85,0,0,0,1961,male,wild,1960,3,242,6,725,2,1968
X 8835,1,1,1,River,2,2,0,144,0,0,0,1962,male,wild,1960,3,242,6,725,2,1968
X 8835,1,1,1,River,3,3,0,242,1,0,0,1963,male,wild,1960,3,242,6,725,2,1968
X 8835,1,1,1,Lake,4,3,1,477,1,0,0,1964,male,wild,1960,3,242,6,725,2,1968
X 8835,1,1,1,Lake,5,3,2,634,1,0,0,1965,male,wild,1960,3,242,6,725,2,1968
X 8835,1,1,1,Lake,6,3,3,725,1,1,1,1966,male,wild,1960,3,242,6,725,2,1968
X 8835,1,1,1,Lake,7,3,4,738,1,1,0,1967,male,wild,1960,3,242,6,725,2,1968
X 8835,1,1,1,Lake,8,3,5,810,1,1,1,1968,male,wild,1960,3,242,6,725,2,1968
X 8836,1,1,1,River,1,1,0,60,0,0,0,1960,female,wild,1959,4,298,7,692,2,1968
X 8836,1,1,1,River,2,2,0,134,0,0,0,1961,female,wild,1959,4,298,7,692,2,1968
X 8836,1,1,1,River,3,3,0,210,0,0,0,1962,female,wild,1959,4,298,7,692,2,1968
X 8836,1,1,1,River,4,4,0,298,1,0,0,1963,female,wild,1959,4,298,7,692,2,1968
X 8836,1,1,1,Lake,5,4,1,446,1,0,0,1964,female,wild,1959,4,298,7,692,2,1968
X 8836,1,1,1,Lake,6,4,2,588,1,0,0,1965,female,wild,1959,4,298,7,692,2,1968
X 8836,1,1,1,Lake,7,4,3,692,1,1,1,1966,female,wild,1959,4,298,7,692,2,1968
X 8836,1,1,1,Lake,8,4,4,708,1,1,0,1967,female,wild,1959,4,298,7,692,2,1968
X 8836,1,1,1,Lake,9,4,5,790,1,1,1,1968,female,wild,1959,4,298,7,692,2,1968
X 8837,1,1,1,River,1,1,0,54,0,0,0,1962,male,wild,1961,4,262,7,760,1,1968
X 8837,1,1,1,River,2,2,0,128,0,0,0,1963,male,wild,1961,4,262,7,760,1,1968
X 8837,1,1,1,River,3,3,0,213,0,0,0,1964,male,wild,1961,4,262,7,760,1,1968
X 8837,1,1,1,River,4,4,0,262,1,0,0,1965,male,wild,1961,4,262,7,760,1,1968
X 8837,1,1,1,Lake,5,4,1,441,1,0,0,1966,male,wild,1961,4,262,7,760,1,1968
X 8837,1,1,1,Lake,6,4,2,626,1,0,0,1967,male,wild,1961,4,262,7,760,1,1968
X 8837,1,1,1,Lake,7,4,3,760,1,1,1,1968,male,wild,1961,4,262,7,760,1,1968
X 8838,1,1,1,River,1,1,0,80,0,0,0,1959,male,wild,1958,4,322,6,558,3,1968
X 8838,1,1,1,River,2,2,0,160,0,0,0,1960,male,wild,1958,4,322,6,558,3,1968
X 8838,1,1,1,River,3,3,0,242,0,0,0,1961,male,wild,1958,4,322,6,558,3,1968
X 8838,1,1,1,River,4,4,0,322,1,0,0,1962,male,wild,1958,4,322,6,558,3,1968
X 8838,1,1,1,Lake,5,4,1,490,1,0,0,1963,male,wild,1958,4,322,6,558,3,1968
X 8838,1,1,1,Lake,6,4,2,558,1,1,1,1964,male,wild,1958,4,322,6,558,3,1968
X 8838,1,1,1,Lake,7,4,3,589,1,1,0,1965,male,wild,1958,4,322,6,558,3,1968
X 8838,1,1,1,Lake,8,4,4,635,1,1,1,1966,male,wild,1958,4,322,6,558,3,1968
X 8838,1,1,1,Lake,9,4,5,641,1,1,0,1967,male,wild,1958,4,322,6,558,3,1968
